commodity,week_start_date,price,currency,unit,source,market_type,region,fx_rate,rainfall_index,extraction_date,data_quality_score,is_validated,notes
Hibiscus,2025-06-30,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-01,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-02,1660000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-03,1660000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-04,1660000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-07,1660000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-08,1660000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-09,1690000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-10,1690000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-11,1690000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-14,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-15,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-16,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-17,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-18,1710000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-21,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-22,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-23,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-07-24,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-09-01,1610000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-03,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-04,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-08,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-09,1610000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-10,1610000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-11,1610000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-12,1610000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-15,1580000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-16,1580000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-17,1580000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-18,1580000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-19,1580000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-22,1580000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-23,1590000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-24,1590000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-25,1590000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-26,1570000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-29,1570000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-09-30,1570000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-02,1570000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-03,1570000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-06,1550000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-07,1550000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-08,1550000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-09,1550000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-10,1550000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-13,1550000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-14,1550000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-15,1550000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-16,1550000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-17,1550000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-20,1470000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-21,1470000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-22,1470000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-23,1450000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-24,1450000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2025-10-27,1450000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Oct 31
Hibiscus,2025-11-03,1400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Nov 7
Hibiscus,2025-11-10,1350000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Nov 14
Hibiscus,2025-11-17,1300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Nov 24
Hibiscus,2025-11-24,1260000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Nov 28
Hibiscus,2025-12-01,1220000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 5
Hibiscus,2025-12-08,1220000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 12
Hibiscus,2025-12-15,1200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 19
Hibiscus,2025-12-22,1200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 23
Hibiscus,2025-12-29,1200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 30
Hibiscus,2026-01-05,1200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Jan 9
Hibiscus,2026-01-12,1320000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Jan 16
Hibiscus,2026-01-19,1950000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Jan 26
Hibiscus,2026-01-26,2350000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Jan 30
Hibiscus,2026-02-02,2850000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Feb 6
Hibiscus,2026-02-09,2820000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Feb 13
Hibiscus,2026-02-16,2650000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Feb 23
Hibiscus,2026-02-23,2650000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Feb 26
Hibiscus,2026-03-03,2650000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Hibiscus,2026-03-06,2650000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2026-03-09,2650000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2026-03-10,2650000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (March 2026)
Hibiscus,2026-03-11,2550000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-12,0.95,True,Historical data from Instagram posts (March 2026)
Hibiscus,2026-03-12,2550000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-13,0.95,True,Historical data from Instagram posts (March 2026)
Sesame,2025-06-11,2200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-06-13,2200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-06-16,2200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-06-17,2200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-06-18,2120000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-06-19,2120000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-06-20,2120000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-06-23,2120000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-06-24,2120000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-06-25,2120000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-06-26,1980000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-06-27,1980000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-06-30,1820000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-01,1820000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-02,1760000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-03,1760000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-04,1760000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-07,1760000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-08,1760000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-09,1640000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-10,1640000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-11,1640000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-14,1620000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-15,1620000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-16,1620000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-17,1620000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-18,1650000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-21,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-22,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-23,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-07-24,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2025-09-01,1525000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-03,1355000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-04,1500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-08,1500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-09,1520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-10,1520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-11,1520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-12,1520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-15,1500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-16,1500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-17,1500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-18,1500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-19,1500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-22,1500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-23,1500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-24,1500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-25,1500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-26,1420000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-29,1420000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-09-30,1420000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-02,1400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-03,1400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-06,1400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-07,1400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-08,1400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-09,1390000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-10,1350000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-13,1330000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-14,1330000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-15,1330000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-16,1330000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-17,1330000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-20,1300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-21,1300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-22,1300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-23,1280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-24,1280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2025-10-27,1280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Oct 31
Sesame,2025-11-03,1250000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Nov 7
Sesame,2025-11-10,1220000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Nov 14
Sesame,2025-11-17,1250000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Nov 24
Sesame,2025-11-24,1210000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Nov 28
Sesame,2025-12-01,1170000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 5
Sesame,2025-12-08,1170000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 12
Sesame,2025-12-15,1150000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 19
Sesame,2025-12-22,1150000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 23
Sesame,2025-12-29,1150000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 30
Sesame,2026-01-05,1200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Jan 9
Sesame,2026-01-12,1220000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Jan 16
Sesame,2026-01-19,1250000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Jan 26
Sesame,2026-01-26,1250000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Jan 30
Sesame,2026-02-02,1220000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Feb 6
Sesame,2026-02-09,1250000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Feb 13
Sesame,2026-02-16,1220000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Feb 23
Sesame,2026-02-23,1250000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Feb 26
Sesame,2026-03-03,1280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Sesame,2026-03-06,1280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sesame,2026-03-09,1280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Sesame,2026-03-10,1280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (March 2026)
Sesame,2026-03-11,1280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-12,0.95,True,Historical data from Instagram posts (March 2026)
Sesame,2026-03-12,1280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-13,0.95,True,Historical data from Instagram posts (March 2026)
Sorghum,2025-06-11,520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-06-13,520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-06-16,520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-06-17,520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-06-18,510000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-06-19,510000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-06-20,510000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-06-23,510000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-06-24,510000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-06-25,510000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-06-26,490000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-06-27,490000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-06-30,494000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-07-01,494000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-07-02,494000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-07-03,494000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-07-04,494000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-07-07,494000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Sorghum,2025-07-08,494000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
