commodity,week_start_date,price,currency,unit,source,market_type,region,fx_rate,rainfall_index,extraction_date,data_quality_score,is_validated,notes
Cocoa,2026-03-10,6000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (March 2026)
Cocoa,2026-03-11,5700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-12,0.95,True,Historical data from Instagram posts (March 2026)
Cocoa,2026-03-12,5700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-13,0.95,True,Historical data from Instagram posts (March 2026)
Ginger,2025-01-08,13200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-09,13200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-10,13200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-13,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-14,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-15,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-16,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-17,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-20,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-21,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-22,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-23,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-24,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-27,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-28,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-29,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-30,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-01-31,13700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-03,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-04,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-05,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-06,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-07,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-10,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-11,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-13,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-14,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-17,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-18,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-19,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-20,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-21,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-24,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-25,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-26,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-27,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-02-28,14300000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2025-06-10,14200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-06-11,14200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-06-13,14200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-06-16,14200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-06-17,14200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-06-18,14200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-06-19,14200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-06-20,14200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-06-23,14200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-06-24,14200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-06-25,14200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-06-26,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-06-27,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-06-30,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-01,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-02,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-03,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-04,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-07,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-08,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-09,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-10,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-11,14000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-14,13800000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-15,13800000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-16,13800000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-17,13800000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-18,13400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-21,13000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-22,13000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-23,13000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-07-24,13000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2025-09-01,12600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-03,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-04,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-08,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-09,12250000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-10,12250000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-11,12250000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-12,12250000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-15,12280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-16,12280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-17,12280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-18,12280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-19,12280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-22,12280000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-23,12400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-24,12400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-25,12400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-26,12400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-29,12400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-09-30,12400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-02,12400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-03,12400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-06,12400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-07,12400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-08,12400000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-09,12600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-10,12600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-13,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-14,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-15,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-16,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-17,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-20,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-21,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-22,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-23,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-24,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2025-10-27,12200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Oct 31
Ginger,2025-11-03,12000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Nov 7
Ginger,2025-11-10,10500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Nov 14
Ginger,2025-11-17,10200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Nov 24
Ginger,2025-11-24,10200000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Nov 28
Ginger,2025-12-01,9000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 5
Ginger,2025-12-08,9000000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 12
Ginger,2025-12-15,9800000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 19
Ginger,2025-12-22,9800000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 23
Ginger,2025-12-29,9800000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Dec 30
Ginger,2026-01-05,8500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Jan 9
Ginger,2026-01-12,8500000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Jan 16
Ginger,2026-01-19,7100000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Jan 26
Ginger,2026-01-26,7100000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Jan 30
Ginger,2026-02-02,6700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Feb 6
Ginger,2026-02-09,6700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Feb 13
Ginger,2026-02-16,9700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Feb 23
Ginger,2026-02-23,9700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-02-27,0.95,True,From Agricom Threads - Feb 26
Ginger,2026-03-03,9900000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-03,0.95,True,Historical data from Instagram posts
Ginger,2026-03-06,9900000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Ginger,2026-03-09,9900000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Ginger,2026-03-10,9900000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (March 2026)
Ginger,2026-03-11,9900000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-12,0.95,True,Historical data from Instagram posts (March 2026)
Ginger,2026-03-12,9900000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-13,0.95,True,Historical data from Instagram posts (March 2026)
Hibiscus,2025-01-08,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-09,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-10,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-13,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-14,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-15,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-16,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-17,1600000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-20,1560000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-21,1560000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-22,1560000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-23,1560000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-24,1560000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-27,1560000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-28,1560000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-29,1560000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-30,1560000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-01-31,1560000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-03,1520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-04,1520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-05,1520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-06,1525000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-07,1525000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-10,1515000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-11,1515000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-13,1515000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-14,1520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-17,1520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-18,1520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-19,1520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-20,1520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-21,1520000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-24,1540000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-25,1540000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-26,1540000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-27,1540000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-02-28,1540000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-10,0.95,True,Historical data from Instagram posts (Jan-Feb 2025)
Hibiscus,2025-06-10,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-06-11,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-06-13,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-06-16,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-06-17,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-06-18,1740000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-06-19,1740000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-06-20,1740000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-06-23,1740000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-06-24,1740000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-06-25,1740000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-06-26,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
Hibiscus,2025-06-27,1700000,NGN,NGN/MT,Agricom,wholesale,National,1650,,2026-03-06,0.95,True,Historical data from Instagram posts (June-July 2025)
